Corridor,Total households,Median household income,Population,Median age,Per capita income,Poverty count,Unemployment count,"# employed, age 16+","# persons 12th grade, no diploma",# persons age 25+ graduated high school,# persons Associate's degree,# persons age 25+ with Bachelor's degree,Pop. white,Pop. Black,Pop. Asian,Pop. two or more races,Pop. Hispanic origin,# Foreign-born,Total pop. in occupied housing units by tenure,Total owner-occupied units,Total renter-occupied units,"# households with computer, no internet subscription",# households no computer,Construction-M,Manufacturing-M,Retail Trade-M,"Transportation, warehousing, utilities-M","Finance, insurance, real estate-M","Professional, scientific, mgmt, administrative-M","Educational services, health care, social assistance-M","Accommodations, food services, arts, entertainment-M",Public administration-M,Construction,Manufacturing,Retail Trade,"Transportation, warehousing, utilities","Finance, insurance, real estate","Professional, scientific, mgmt, administrative","Educational services, health care, social assistance","Accommodations, food services, arts, entertainment",Public administration,Pop. <18 years,Pop. working age,Pop. 65+ years,Area_Acres,Area_mi2,Total occupied units,Pop. density per Sq Mile,Home ownership rate,Poverty rate,Unemployment rate,Percent Black,Percent White,Percent Asian,Percent Hispanic origin,Percent two or more races,"Percent 12th grade, no diploma",Percent graduated high school,Percent earned Bachelor's degree,"Percent computer, no internet subscription",Percent no computer,Percent less than 18 yrs old,Percent working age,Percent 65 or older,Percent Foreign-born,Percent Manufacturing,Percent Retail Trade,"Percent Transportation, warehousing, utilities","Percent Finance, insurance, real estate","Percent Professional, scientific, mgmt, administrative","Percent Educational services, health care, social assistance","Percent Accommodations, food services, arts, entertainment",Percent Public administration,Area_Acres,Area_mi2
"Baltimore city, Maryland",238436,48840,614700,35.1,29700,128829,27963,279034,8895,106016,20178,69243,187152,383918,15898,15325,31503,49818,292574,112897,125539,28988,38124,11137,8418,12951,11664,7613,19288,25087,13073,9144,12537,12384,26239,16269,15700,34809,88531,25274,22659,128219,405635,80846,59060,92.28,238436,6661.248375,47.3,21,4.5,62.5,30.4,2.6,5.1,2.5,1.4,17.2,11.3,4.7,6.2,20.9,66,13.2,8.1,2,4.3,2.6,2.6,5.7,14.4,4.1,3.7,59060,92.28
